"","Id","name","popularity","followers","profile","images","genre"
"51",72,"Paul Carrack",58,163546,"https://open.spotify.com/artist/0FFuvdY7fuiuTmHN9unYoz","https://i.scdn.co/image/ab676161000051749f475bbebf716a08ec2d540a","new wave pop"
"52",73,"Quarterflash",45,104199,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"53",74,"Daryl Hall",45,171901,"https://open.spotify.com/artist/5jit9WjiAxxvdA0onOHBLd","https://i.scdn.co/image/ab67616100005174d896a9db8e5b47d182a78a01","new wave pop"
"54",75,"Starship",66,886326,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"55",76,"John Waite",56,226221,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold"
"56",77,"Lou Gramm",45,106705,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"57",79,"Sheena Easton",58,582874,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"58",83,"John Parr",53,86587,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"59",88,"Go West",52,229001,"https://open.spotify.com/artist/7bKupnlF7XOfR1En3K8oAL","https://i.scdn.co/image/f26cd438ecc03700b192ce8ad90e775897a2edfe","new romantic"
"60",89,"Johnny Hates Jazz",55,188120,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic"
"61",93,"Richard Marx",68,1136130,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold"
