"","Vertex1","Vertex2","Vertex1 popularity","Vertex1 followers","Vertex1 profile","Vertex1 images","Vertex1 genre","Vertex2 popularity","Vertex2 followers","Vertex2 profile","Vertex2 images","Vertex2 genre"
"1313","the doobie brothers","the hooters",65,2086013,"https://open.spotify.com/artist/39T6qqI0jDtSWWioX8eGJz","https://i.scdn.co/image/ab6761610000517468a38c02f356fae44e7dd63b","blues rock",51,79468,"https://open.spotify.com/artist/7uhvDINTTiD0XBrP9fquN1","https://i.scdn.co/image/ab6761610000517415896b67a6576aa8ee9f6cb3","mellow gold"
"1314","richard marx","billy squier",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold",57,680805,"https://open.spotify.com/artist/3Fz2GbraVXhcpXnoi2Oe1r","https://i.scdn.co/image/b41cea376e7970dc32802f0d0a84c22cfedf3e47","classic rock"
"1315","eric carmen","38 special",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock"
"1316","dan hill","rick springfield",51,265071,"https://open.spotify.com/artist/5rOhfAsK4uxq9OdREiQRKa","https://i.scdn.co/image/ab67616100005174b7dc19b081327811eaf254b1","mellow gold",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"1317","christopher cross","night ranger",61,833705,"https://open.spotify.com/artist/695W5F2Ih8dYahLdjVOIoH","https://i.scdn.co/image/ab67616100005174a2e75d072e19a6150744f924","album rock",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock"
"1318","glenn medeiros","honeymoon suite",49,77562,"https://open.spotify.com/artist/0bByarMN8ryEFQsRo6iCUN","https://i.scdn.co/image/58019edc43247a97fb5c80e57673e0be3196b6ce",NA,41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal"
"1319","air supply","steve perry",66,3470738,"https://open.spotify.com/artist/4xXCRXOfQKQ2gjWxNhNzYW","https://i.scdn.co/image/ab6761610000517479bedf7da0a906b84128f3af","soft rock",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"1320","wilson phillips","lou gramm",52,506233,"https://open.spotify.com/artist/1yMYjh77WgOVafRkI50mim","https://i.scdn.co/image/69439fffb615de39c6a24dd9aef4259003d7725b","mellow gold",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"1321","mr. mister","triumph",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal"
"1322","jon secada","sammy hagar",60,318411,"https://open.spotify.com/artist/10n1KB2sjTrGdyuC83y8jW","https://i.scdn.co/image/e5c1e14e943ef39eeab6aacbf59e1891952f8b65","soft rock",54,808139,"https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N","https://i.scdn.co/image/ab676161000051749dc3e6da940b26f4695adc3b","classic rock"
"1323","michael bolton","april wine",62,1704115,"https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn","https://i.scdn.co/image/ab67616100005174722dd304ca53138ba23ffc7b","soft rock",52,330952,"https://open.spotify.com/artist/1JHzh1ETQTMoFb2CgncnTL","https://i.scdn.co/image/e71b772056ff648ffe2ce04e185a96f8c2a5ba56","classic canadian rock"
"1324","cutting crew","aldo nova",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal"
"1325","sheena easton","reo speedwagon",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock"
"1326","stephen bishop","the j. geils band",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock"
"1327","starship","jefferson starship",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock"
"1328","paul davis","glass tiger",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"1329","tiffany","donnie iris",54,339002,"https://open.spotify.com/artist/4C3uGP8vRDzxrhJxZiOjTe","https://i.scdn.co/image/ab676161000051747fff2f4c0b030478e1a9cdba","new wave pop",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA
"1330","chicago","quarterflash",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"1331","steve perry","cutting crew",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"1332","quarterflash","corey hart",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"1333","john parr","starship",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"1334","donnie iris","wang chung",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"1335","loverboy","mike + the mechanics",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock"
"1336","honeymoon suite","johnny hates jazz",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal",50,180119,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic"
"1337","tommy shaw","glenn frey",32,27029,"https://open.spotify.com/artist/6cMIEub9j2vbMGF3GOETWi","https://i.scdn.co/image/ab6772690000dd2283cdccd01af3592e0d68f6c3",NA,55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock"
"1338","aldo nova","rick springfield",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"1339","bad english","glass tiger",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"1340","henry lee summer","steve perry",26,4747,"https://open.spotify.com/artist/7wtiiuXdnWtATBrAxU9fnQ","https://i.scdn.co/image/6c9f5ae4c01e64df2990ffbdfbdd552d3141c878",NA,57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"1341","night ranger","kim carnes",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",60,262460,"https://open.spotify.com/artist/5PN2aHIvLEM98XIorsPMhE","https://i.scdn.co/image/ab676161000051741ba0c0b42be17d19a8d67d15","new romantic"
"1342","mr. mister","paul young",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",58,811714,"https://open.spotify.com/artist/6rqU9HQ57NYGBnBzbrY3a4","https://i.scdn.co/image/ab676161000051748b1b108617e384c85ad5c3ec","europop"
"1343","russ ballard","lou gramm",35,12632,"https://open.spotify.com/artist/1TOvAjOdz0YBx2wVRlBvFA","https://i.scdn.co/image/ab676161000051744421297ddd1cb37eab16f422",NA,44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"1344","corey hart","the power station",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",39,118512,"https://open.spotify.com/artist/1EemADz12kjlGwkpY4EINv","https://i.scdn.co/image/49a69e9b1bf30cc21a2d309cbfddabea07b213bd","new romantic"
"1345","jude cole","nik kershaw",29,6414,"https://open.spotify.com/artist/6MxIoQ7GT947XGYca2irUU","https://i.scdn.co/image/ab676161000051742dc0d37fdb5878bb745fc29d",NA,54,272339,"https://open.spotify.com/artist/7kCL98rPFsNKjAHDmWrMac","https://i.scdn.co/image/ab6761610000517468a6b441e694ee02110b44a1","mellow gold"
"1346","cutting crew","lou gramm",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"1347","starship","platinum blonde",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",32,47696,"https://open.spotify.com/artist/5oxTKyMgf6POnzlqM1mduA","https://i.scdn.co/image/77ba4ce76f7dad558c3341da762ecc9f922c8295",NA
"1348","patty smyth","quarterflash",48,52736,"https://open.spotify.com/artist/2dgfCEMSVETFp29mRpiFpz","https://i.scdn.co/image/ab67616100005174ae32e4c9130baf3477fa297f",NA,43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"1349","richard marx","starship",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"1350","bad english","wang chung",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"1351","night ranger","gowan",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",33,39221,"https://open.spotify.com/artist/732h1QEXVf21E1QTOmOAQY","https://i.scdn.co/image/cb71db74c5f4b7814bfe29294a62fbef44a97f2e","classic canadian rock"
"1352","jude cole","tom cochrane",29,6414,"https://open.spotify.com/artist/6MxIoQ7GT947XGYca2irUU","https://i.scdn.co/image/ab676161000051742dc0d37fdb5878bb745fc29d",NA,51,66190,"https://open.spotify.com/artist/5Jj4mqGYiplyowPLKkJLHt","https://i.scdn.co/image/ab6761610000517494f10b4dcc21643b18de8eef","classic canadian rock"
"1353","the babys","chilliwack",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock",37,67241,"https://open.spotify.com/artist/3TkWygOTDBZXAdFDh9HOkG","https://i.scdn.co/image/68725bace2aedcc1b334420c342586d7d6b5e4dc","classic canadian rock"
"1354","john waite","don henley",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock"
"1355","lou gramm","eric carmen",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock"
"1356","glass tiger","paul davis",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop"
"1357","huey lewis & the news","peter cetera",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",59,786850,"https://open.spotify.com/artist/5xWPOujQqd4wXyB08slZ9Z","https://i.scdn.co/image/8d734393d132bf93acab534772bfd441aa3407f1","mellow gold"
"1358","john parr","steve winwood",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock"
"1359","glenn frey","paul carrack",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",51,158119,"https://open.spotify.com/artist/0FFuvdY7fuiuTmHN9unYoz","https://i.scdn.co/image/ab676161000051749f475bbebf716a08ec2d540a","mellow gold"
"1360","pat benatar","john parr",61,1423094,"https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV","https://i.scdn.co/image/f881ba3e2dec37df305e172d9b5210b12fcd74cb","classic rock",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"1361","john cafferty & the beaver brown band","sheena easton",41,26700,"https://open.spotify.com/artist/5qwERxFiC8zCJvnVI8Zkl9","https://i.scdn.co/image/a9b9c732d5df982dcfcdfe0e6ec612a325fb0c8f","heartland rock",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"1362","starship","bruce hornsby",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock"
"1363","cutting crew","stephen bishop",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock"
"1364","the j. geils band","mike + the mechanics",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock"
"1365","the hooters","ambrosia",51,79468,"https://open.spotify.com/artist/7uhvDINTTiD0XBrP9fquN1","https://i.scdn.co/image/ab6761610000517415896b67a6576aa8ee9f6cb3","mellow gold",51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock"
"1366","rick springfield","mr. mister",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"1367","eddie money","glass tiger",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"1368","night ranger","john parr",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"1369","honeymoon suite","naked eyes",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal",47,138919,"https://open.spotify.com/artist/3C6chBmZ9wzisBhoh8G2nK","https://i.scdn.co/image/3e6e0162a1290fc126a21fa66eaa374d216e8ca6","new romantic"
"1370","lou gramm","quarterflash",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"1371","triumph","the romantics",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal",55,330592,"https://open.spotify.com/artist/3daM7asS0gCFvyLemNx2EE","https://i.scdn.co/image/ab67616100005174b39679d47a3857df9ad4a750","classic rock"
"1372","sammy hagar","the power station",54,808139,"https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N","https://i.scdn.co/image/ab676161000051749dc3e6da940b26f4695adc3b","classic rock",39,118512,"https://open.spotify.com/artist/1EemADz12kjlGwkpY4EINv","https://i.scdn.co/image/49a69e9b1bf30cc21a2d309cbfddabea07b213bd","new romantic"
"1373","april wine","john waite",52,330952,"https://open.spotify.com/artist/1JHzh1ETQTMoFb2CgncnTL","https://i.scdn.co/image/e71b772056ff648ffe2ce04e185a96f8c2a5ba56","classic canadian rock",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold"
